Game,Date,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20
20034,20200507,6,6,7,6,3,9,5,7,8,6,7,6,8,7,7,7,6,7,9,5
20035,20200510,7,8,8,8,6,8,8,8,6,8,8,9,9,7,7,10,8,9,8,9
20036,20200512,8,8,7,9,6,6,9,9,9,10,8,9,8,9,5,9,9,7,8,5
20037,20200514,6,8,9,7,8,8,10,7,8,6,8,6,9,6,8,8,7,8,10,5
20038,20200517,5,7,5,3,8,9,5,7,7,7,8,6,8,8,6,6,8,9,8,3
20039,20200519,9,9,7,8,10,8,9,9,8,6,8,9,10,7,5,8,5,6,5,6
20040,20200521,6,6,7,6,5,8,9,5,8,3,6,7,7,7,5,6,9,7,8,7
20041,20200524,9,8,10,10,8,9,9,6,10,10,8,9,9,7,10,10,9,7,6,7
20042,20200526,9,3,3,5,5,5,10,8,8,9,8,5,5,9,7,7,8,8,9,5
20043,20200528,7,9,6,7,8,8,9,9,8,3,9,10,7,5,7,9,8,8,8,9
20044,20200531,10,9,9,9,9,8,8,10,8,8,7,9,8,8,9,9,10,6,9,9
20045,20200602,4,8,7,6,5,5,5,8,7,9,7,7,5,8,6,6,8,8,7,6
20046,20200604,7,7,8,8,8,9,9,9,5,10,7,8,9,7,8,6,9,7,6,9
20047,20200607,8,8,6,8,6,7,8,7,7,7,5,10,10,6,9,6,7,6,6,8
20048,20200609,6,8,6,7,5,7,8,7,8,6,3,6,7,8,4,8,5,7,7,7
20049,20200611,7,8,7,4,7,7,6,7,10,9,7,9,7,9,7,7,6,8,7,9
20050,20200614,6,6,5,8,5,5,6,7,6,6,6,7,5,4,4,7,7,5,6,5
20051,20200616,10,8,4,9,8,10,9,8,9,8,9,8,7,9,8,6,9,9,5,10
20052,20200618,5,7,7,8,6,8,4,5,2,7,5,7,5,7,6,8,8,8,3,8
20053,20200621,8,8,6,8,6,6,7,8,8,10,7,8,9,9,8,7,8,9,9,10
20054,20200623,10,7,9,7,8,8,9,5,7,7,8,6,8,6,5,5,5,9,6,6
20055,20200625,8,6,6,6,8,5,7,8,4,6,8,7,9,10,9,5,7,6,4,7
20056,20200628,7,6,5,4,6,6,4,5,5,5,5,3,6,7,4,8,6,8,6,6
20057,20200630,7,8,8,9,9,5,7,7,8,7,7,8,8,6,8,7,8,8,7,7
20058,20200702,9,6,5,8,7,7,6,6,7,9,7,8,5,7,7,7,5,9,8,8
20059,20200705,7,5,5,7,9,6,9,6,9,8,6,6,5,6,7,8,8,8,7,6
20060,20200707,10,9,5,8,8,7,8,7,9,10,9,7,9,5,8,9,8,5,6,6
20061,20200709,5,10,8,7,7,7,8,7,10,7,5,7,9,6,5,8,6,9,10,7
20062,20200712,6,9,5,7,10,10,9,6,9,8,6,8,6,6,8,6,7,8,8,9
20063,20200714,9,6,7,7,8,3,6,7,8,8,9,7,6,6,6,8,7,9,7,9
20064,20200716,5,8,6,7,5,7,7,7,5,8,5,7,4,7,4,6,7,4,7,8
20065,20200719,8,8,8,8,8,10,9,7,6,10,7,8,8,8,8,9,8,6,7,7
20066,20200721,6,9,7,10,4,7,8,6,7,8,7,6,5,8,5,7,6,6,8,8
20067,20200723,7,9,10,7,8,9,7,8,9,8,8,8,9,7,6,9,9,8,5,7
20068,20200726,6,5,5,6,8,6,5,6,8,7,7,6,5,7,6,7,7,7,6,4
20069,20200728,9,9,6,10,5,8,9,9,8,7,8,10,8,8,5,9,10,6,8,6
20070,20200730,8,7,7,7,9,6,7,9,8,8,6,7,8,9,6,9,9,9,9,6
20071,20200802,8,6,7,3,10,8,7,7,8,8,5,6,7,7,7,7,6,6,6,6
20072,20200804,8,8,5,7,8,8,8,8,5,8,8,9,7,8,8,6,8,7,8,7
20073,20200806,7,8,10,8,9,10,5,8,5,8,5,7,8,6,5,7,3,8,7,8
20074,20200809,6,6,7,5,9,7,8,8,6,9,5,9,7,7,9,9,7,8,7,8
20075,20200811,7,7,9,8,9,6,10,8,7,7,7,10,7,9,10,8,9,7,6,9
20076,20200813,8,6,8,7,9,9,7,6,6,7,8,6,10,9,9,6,8,7,8,4
20077,20200816,7,6,8,6,4,7,6,6,6,7,7,8,7,6,5,5,4,9,6,5
20078,20200818,9,9,8,8,5,7,7,8,9,9,7,9,7,7,9,5,7,8,8,6
20079,20200820,7,8,7,7,8,7,8,7,7,5,8,8,8,8,7,9,4,6,8,6
20080,20200823,6,7,6,7,7,7,8,7,4,7,8,7,6,6,6,8,9,5,6,6
20081,20200825,6,8,7,7,10,4,5,9,6,10,7,9,9,8,8,7,7,7,8,6
20082,20200827,7,5,8,4,5,6,5,6,8,8,9,6,5,4,7,8,5,6,7,6
20083,20200830,8,8,5,5,7,7,6,8,6,7,6,8,6,7,5,7,5,6,4,7
20084,20200901,7,7,3,7,8,8,5,8,10,8,8,8,7,8,5,9,9,5,9,7
20085,20200903,7,4,8,6,3,9,8,6,6,4,8,7,4,6,8,8,8,6,7,5
20086,20200906,6,7,10,8,6,8,9,8,7,9,10,6,6,9,9,9,7,7,10,8
20087,20200908,5,8,6,5,4,8,4,5,7,9,6,5,3,8,8,4,5,5,5,8
20088,20200910,3,4,4,6,6,6,3,8,5,7,5,7,6,6,5,6,5,6,2,8
20089,20200913,8,6,7,9,7,5,6,9,8,6,9,10,10,7,7,7,9,8,5,9
20090,20200915,5,4,7,5,5,6,3,3,8,4,5,5,5,7,8,4,9,5,5,8
20091,20200917,7,7,7,6,8,7,7,6,8,6,8,7,7,9,8,6,6,5,8,9
20092,20200920,8,9,6,6,6,6,7,7,6,6,8,7,6,6,7,8,5,6,8,7
20093,20200922,10,8,10,9,8,9,9,7,9,10,8,6,9,8,10,10,9,9,8,9
20094,20200924,6,8,7,7,7,7,7,8,8,9,5,10,9,7,8,7,6,10,8,4
20095,20200927,9,8,8,9,7,10,10,6,9,7,8,7,6,8,10,8,8,8,8,9
20096,20200929,4,9,8,4,5,5,5,7,4,7,5,5,5,3,6,6,3,2,7,5
20097,20201006,8,5,5,7,8,6,8,6,5,6,7,6,9,8,7,4,5,2,6,8
20098,20201008,7,6,9,4,6,7,9,5,8,6,7,7,6,4,8,7,3,5,5,6
20099,20201011,9,9,7,9,9,8,8,9,8,8,7,8,7,8,7,9,8,7,8,8
20100,20201013,5,7,7,6,5,8,4,6,4,6,8,2,5,8,6,6,6,5,7,7
20101,20201015,10,9,10,10,9,7,8,9,10,7,10,9,10,7,10,10,7,9,8,9
20102,20201018,8,9,10,7,10,8,9,8,8,9,6,10,10,9,9,9,9,8,9,8
20103,20201020,8,8,9,8,8,5,8,4,9,6,7,6,8,9,6,9,10,8,10,7
20104,20201022,10,10,6,8,7,8,8,9,8,8,8,8,9,8,7,9,9,9,9,10
20105,20201025,10,6,9,9,9,9,8,10,9,8,7,7,5,8,9,8,7,8,7,6
20106,20201027,9,6,8,8,6,9,8,5,7,7,7,7,7,8,7,7,9,8,7,7
20107,20201029,9,9,9,10,8,9,9,8,10,9,9,8,10,8,8,9,8,7,9,9
20108,20201101,6,7,7,6,7,6,6,8,7,5,8,7,6,7,8,6,7,4,7,7
20109,20201103,8,5,6,2,6,4,7,5,6,5,6,6,4,8,8,2,5,4,5,5
20110,20201105,9,9,8,9,10,7,9,8,8,5,6,7,8,8,8,8,6,8,6,4
20111,20201108,7,7,8,8,9,8,8,7,7,10,6,5,7,9,7,10,9,7,6,4
20112,20201110,6,6,7,8,8,6,8,6,8,7,4,6,6,9,5,7,5,6,8,8
20113,20201112,5,5,2,4,5,6,3,6,7,7,6,6,6,7,6,6,6,7,7,6
20114,20201115,4,5,5,6,9,6,3,8,6,7,6,6,9,6,8,7,7,6,5,7
20115,20201117,8,3,5,7,8,6,7,4,3,7,8,9,8,7,8,7,9,9,7,8
20116,20201119,7,7,7,10,9,8,8,10,9,4,7,9,9,8,10,9,9,8,7,9
20117,20201122,9,10,6,6,8,8,9,9,8,9,7,4,9,7,6,5,9,9,8,7
20118,20201124,6,7,8,5,6,6,5,4,6,8,8,9,8,4,3,7,7,7,7,7
20119,20201126,5,4,4,2,2,5,6,4,7,5,6,5,4,4,8,4,8,4,2,5
20120,20201129,10,8,8,9,10,10,9,8,9,10,9,9,8,7,9,9,10,10,9,8
20121,20201201,8,8,8,7,6,6,6,8,9,7,7,8,6,6,5,7,6,9,9,8
20122,20201203,7,7,9,7,8,8,7,7,10,6,9,5,9,7,8,8,8,9,6,7
20123,20201206,6,8,7,7,7,9,9,7,8,8,5,7,8,8,5,6,7,7,8,8
20124,20201208,9,8,8,8,10,10,9,7,9,7,9,7,6,6,8,8,9,8,10,6
20125,20201210,7,1,5,6,7,6,7,7,5,7,5,4,7,3,7,4,7,5,7,8
20126,20201213,8,9,7,9,5,7,8,7,8,9,10,7,7,8,9,8,6,8,6,8
20127,20201215,7,8,7,5,9,10,5,5,9,8,6,5,4,7,7,5,10,8,8,8
20128,20201217,6,8,7,9,7,5,4,7,6,7,7,9,7,8,9,9,6,8,9,9
20129,20201220,6,5,5,6,5,10,5,6,8,5,10,5,7,8,7,8,5,8,7,7
20130,20201222,9,10,5,8,8,9,7,8,6,9,8,5,6,8,8,5,7,8,6,7
20131,20201224,7,9,8,8,8,6,9,6,8,7,9,5,8,7,8,8,8,9,9,7
20132,20201227,6,7,10,7,8,9,9,8,9,10,7,7,7,6,7,7,9,8,7,8
20133,20201229,8,6,10,8,9,9,9,8,9,8,8,10,9,8,7,6,8,8,9,8
20134,20201231,6,5,8,9,9,8,8,8,9,7,9,7,7,7,9,8,8,9,7,7
21001,20210103,5,6,7,6,7,6,8,6,5,6,8,4,7,6,6,7,4,8,4,9
21002,20210105,7,6,6,7,9,5,8,6,8,6,8,7,8,8,8,7,8,7,7,7
21003,20210107,7,9,9,8,9,6,7,8,9,7,8,9,8,10,7,6,6,7,6,8
21004,20210110,7,5,6,8,5,8,5,7,4,6,5,6,5,7,6,7,6,4,8,7
21005,20210112,7,5,7,7,5,7,4,7,7,9,7,7,9,7,8,8,6,7,7,7
21006,20210114,9,9,8,5,7,9,6,7,9,6,8,7,8,5,8,6,7,6,7,8
21007,20210117,6,5,5,8,7,7,9,6,7,4,6,5,5,5,6,6,9,10,5,9
21008,20210119,8,4,7,5,7,7,7,9,4,9,8,10,4,8,6,4,6,6,6,7
21009,20210121,8,6,6,6,9,7,10,8,6,8,5,7,8,7,4,8,9,7,5,7
21010,20210124,4,6,4,5,6,5,7,4,6,8,2,8,8,5,7,5,7,7,6,7
21011,20210126,8,7,8,7,9,8,10,7,6,8,7,8,7,7,9,6,8,8,4,9
21012,20210128,9,9,6,9,9,5,8,9,5,8,8,8,10,7,8,9,9,9,7,9
21013,20210131,4,9,9,7,7,5,7,8,9,7,7,8,9,7,8,9,7,7,7,7
21014,20210202,6,6,5,10,7,9,9,9,6,8,9,8,6,8,9,8,7,8,5,9
21015,20210204,8,8,10,10,8,8,9,8,10,7,10,8,8,7,8,9,6,9,6,7
21016,20210207,6,7,7,9,7,7,7,9,9,9,7,10,7,7,8,8,7,6,8,7
21017,20210221,6,7,7,3,10,5,6,9,7,7,7,5,6,4,8,6,6,9,8,5
21018,20210223,8,8,8,7,6,5,5,6,9,8,7,7,9,6,6,4,8,6,7,7
21019,20210225,6,8,7,7,7,9,8,6,5,9,8,10,7,7,7,9,7,8,8,9
21020,20210228,9,8,9,9,9,9,8,8,9,7,9,10,6,8,10,9,10,7,9,8
21021,20210302,9,5,5,4,8,7,5,2,3,6,7,5,7,7,5,6,7,5,6,7
21022,20210304,8,5,6,8,6,5,6,5,7,6,7,8,7,7,7,3,7,8,7,7
21023,20210307,7,8,6,8,6,6,4,3,5,7,3,4,7,5,2,9,8,6,8,7
21024,20210309,6,7,10,9,5,6,8,8,7,8,9,7,8,7,6,5,9,5,9,10
21025,20210311,8,9,9,6,8,8,6,8,10,8,7,8,8,9,9,10,10,7,8,8
21026,20210314,7,9,10,7,8,8,8,5,8,6,9,9,9,6,9,7,8,9,7,10
21027,20210316,7,9,6,9,5,10,7,5,8,8,6,9,8,9,8,10,10,8,9,5
21028,20210318,5,7,4,5,6,7,5,7,6,7,6,6,6,7,7,7,5,5,5,6
21029,20210321,9,8,5,8,8,5,6,8,7,5,6,7,7,6,8,6,9,5,6,8
21030,20210323,8,10,7,9,7,9,6,10,8,8,8,7,8,8,10,8,6,5,5,5
21031,20210325,6,6,8,6,9,6,5,6,6,8,6,6,8,6,7,7,7,9,6,4
21032,20210328,7,6,4,6,8,6,5,6,6,8,8,2,7,6,5,9,3,5,5,6
21033,20210330,7,3,7,8,5,7,6,8,6,6,6,8,9,8,5,6,6,8,8,7
21034,20210401,8,8,6,5,7,9,9,7,6,9,7,7,8,10,9,7,8,9,9,9
21035,20210404,6,5,5,7,4,7,7,5,9,8,5,9,10,8,7,6,7,8,10,8
21036,20210406,6,5,3,6,5,7,4,9,8,7,6,7,5,5,7,8,7,5,4,5
21037,20210408,7,8,9,7,7,7,8,8,7,9,9,8,8,7,9,9,9,5,6,9
21038,20210411,6,9,6,6,7,6,6,9,9,7,6,5,7,7,7,7,6,8,8,8
21039,20210413,9,10,8,9,7,8,6,7,9,7,6,10,8,7,8,9,8,9,9,8
21040,20210415,9,7,5,8,10,6,6,9,7,6,10,8,7,8,6,9,5,9,6,6
21041,20210418,10,6,4,8,9,8,2,9,9,6,7,9,9,5,7,8,6,6,6,8
21042,20210420,8,8,5,9,5,9,8,8,7,7,9,5,7,10,8,8,7,9,7,7
21043,20210422,7,7,9,10,9,7,5,5,9,9,7,9,7,7,10,10,9,9,9,8
21044,20210425,7,7,8,8,10,10,8,10,9,5,5,6,10,7,9,8,6,8,8,8
21045,20210427,8,7,7,6,8,9,8,9,7,8,8,7,5,5,6,7,8,7,7,8
21046,20210429,9,8,8,5,7,6,7,8,9,7,10,9,9,9,9,6,8,6,6,9
21047,20210502,8,7,7,7,8,9,6,8,9,7,7,8,9,9,8,8,10,9,6,8
21048,20210504,7,6,7,8,6,8,8,8,10,8,7,9,9,10,4,9,6,6,8,8
21049,20210506,8,9,7,6,8,7,7,9,5,7,9,6,9,8,8,6,9,7,7,6
21050,20210509,9,6,7,4,8,5,6,9,7,7,7,7,7,4,7,8,9,8,6,8
21051,20210511,10,10,6,6,9,9,6,8,9,7,9,9,7,6,9,8,7,9,5,10
21052,20210513,9,9,8,9,10,9,10,10,10,10,9,10,7,9,6,9,9,9,8,8
21053,20210516,8,5,6,6,5,7,8,6,3,9,7,5,9,6,6,7,6,7,8,6
21054,20210518,7,7,8,9,10,3,10,8,9,7,8,7,8,6,8,6,8,7,8,8
21055,20210520,6,9,7,8,8,6,9,6,6,5,6,9,5,9,6,7,6,5,9,5
21056,20210523,7,9,8,7,9,7,8,8,7,10,8,10,9,9,7,9,9,7,9,5
21057,20210525,8,8,5,8,6,9,4,8,8,7,7,8,6,7,6,7,8,10,9,6
21058,20210527,8,7,9,10,8,9,8,8,9,8,9,8,6,6,9,7,8,9,7,8
21059,20210530,7,2,7,5,5,5,4,5,6,4,7,7,6,4,8,3,5,7,8,3
21060,20210601,6,7,5,5,3,4,5,6,6,3,3,7,6,7,1,5,3,6,6,7
21061,20210603,7,7,8,8,8,8,8,9,7,7,7,7,7,8,8,7,8,9,10,7
21062,20210606,7,9,8,5,4,6,8,3,7,7,7,6,8,4,6,6,7,7,7,5
21063,20210608,9,9,8,10,10,9,10,9,9,6,10,9,6,9,9,8,8,6,10,7
21064,20210610,8,8,9,9,8,8,10,8,9,10,5,7,7,5,7,8,9,10,9,9
21065,20210613,8,7,5,6,9,7,8,7,4,6,4,9,5,7,10,7,6,8,7,8
21066,20210615,8,6,6,7,3,9,7,8,5,8,8,5,7,10,7,8,7,8,4,7
21067,20210617,6,5,8,9,7,8,8,9,8,6,8,8,7,6,8,9,7,8,6,8
21068,20210620,10,4,6,5,6,8,7,7,7,9,8,7,4,9,7,7,7,7,9,5
21069,20210622,8,6,9,8,8,8,5,8,7,8,5,5,8,9,7,7,5,8,8,6
21070,20210624,6,7,8,7,6,7,8,6,6,6,9,7,8,9,6,8,9,6,9,7
21071,20210627,5,7,5,7,7,4,6,7,6,3,5,2,5,2,3,6,7,7,6,5
21072,20210629,8,8,9,9,8,4,4,8,6,4,9,10,8,8,8,6,9,8,9,7
21073,20210701,9,4,8,7,9,7,4,5,6,8,9,8,7,7,8,10,7,6,8,6
21074,20210704,6,8,9,8,7,9,6,8,8,8,7,9,7,9,8,9,6,10,7,8
21075,20210706,6,9,8,8,8,10,8,8,7,8,10,7,7,7,8,7,9,6,8,10
21076,20210708,8,4,7,5,7,9,7,8,6,8,9,7,5,9,9,8,8,8,7,8
21077,20210711,5,4,6,5,5,6,4,6,8,2,6,7,7,6,4,7,6,8,6,7
21078,20210713,7,6,8,6,6,5,7,4,8,6,6,5,7,7,5,8,8,5,5,7
21079,20210715,8,6,10,9,6,10,7,7,7,8,7,8,8,9,5,8,6,9,9,8
21080,20210718,8,7,4,6,8,8,8,5,8,7,10,7,9,8,5,6,7,6,8,4
21081,20210720,9,9,8,7,7,5,8,5,6,5,8,8,9,6,8,6,6,9,9,9
21082,20210722,7,8,6,9,8,7,9,6,8,3,10,6,7,9,5,6,8,7,6,8
21083,20210725,9,3,7,7,8,6,8,6,9,9,9,5,8,9,8,9,6,8,7,8
21084,20210727,7,7,8,8,8,9,10,8,9,8,8,7,7,9,9,6,7,8,6,6
21085,20210729,9,6,8,3,8,8,7,8,9,7,9,4,5,5,7,8,6,9,6,4
21086,20210801,8,7,8,8,7,7,8,9,4,8,9,8,7,7,8,7,6,6,6,7
21087,20210803,7,9,8,7,8,9,9,9,6,8,8,8,8,8,7,8,8,5,10,6
21088,20210805,8,8,9,8,9,9,5,6,8,6,6,9,6,8,6,8,6,8,5,10
21089,20210808,7,6,9,8,5,8,7,5,8,8,7,8,7,9,7,9,10,9,8,7
21090,20210810,7,7,6,7,8,7,7,8,7,8,3,8,5,9,8,6,9,4,7,8
21091,20210812,8,5,7,9,6,6,6,7,8,8,5,5,10,7,9,8,8,6,4,5
21092,20210815,6,5,5,5,7,7,5,5,7,4,5,8,4,8,5,5,7,5,7,5
21093,20210817,7,9,8,6,9,7,6,6,8,8,9,8,6,5,8,8,6,5,7,8
21094,20210819,9,8,8,8,6,6,7,8,4,6,9,5,8,7,9,6,8,7,9,7
21095,20210822,9,8,8,7,6,7,9,6,9,8,7,6,9,6,8,6,9,5,10,9
21096,20210824,5,8,5,6,7,6,7,6,7,6,6,7,6,6,7,7,8,4,7,5
21097,20210826,6,10,9,9,9,7,9,9,9,8,8,9,10,10,8,9,9,8,9,7
21098,20210829,6,8,4,6,6,7,8,5,5,7,8,6,10,7,8,6,8,7,6,7
21099,20210831,6,5,8,7,9,9,9,7,8,9,10,9,8,8,9,9,9,9,9,8
21100,20210902,7,9,8,8,9,9,9,6,7,10,9,10,7,8,9,8,9,7,9,7
21101,20210905,6,6,8,8,5,8,6,7,7,7,4,6,8,6,7,9,7,8,7,6
21102,20210907,8,8,9,8,8,6,9,8,8,7,7,8,8,9,10,6,7,9,10,6
21103,20210909,8,8,10,9,4,6,10,8,7,8,9,8,9,9,10,9,9,5,10,9
21104,20210912,7,7,7,7,6,5,9,7,7,6,9,8,7,9,7,8,9,7,8,7
21105,20210914,7,6,7,7,6,7,4,9,7,8,7,4,6,7,6,7,8,6,7,6
21106,20210916,7,8,5,9,6,6,7,6,7,7,5,6,6,7,8,6,7,7,7,7
21107,20210919,9,8,9,7,7,9,7,8,7,8,10,8,7,7,9,7,9,7,7,7
21108,20210921,4,7,9,7,8,7,8,8,8,7,6,6,8,8,6,7,8,6,5,7
21109,20210923,3,6,6,8,7,8,6,7,7,6,8,8,3,5,7,6,7,7,4,5
21110,20210926,8,8,4,7,8,8,9,8,8,7,9,5,8,6,9,8,8,6,7,7
21111,20210928,10,9,9,8,6,5,8,8,6,6,9,7,9,5,8,9,8,10,8,4
21112,20210930,9,7,5,8,9,9,4,8,9,4,6,8,9,9,7,8,4,7,5,7
21113,20211005,9,6,9,8,7,8,7,9,8,7,8,7,6,8,8,9,9,7,9,9
21114,20211007,9,9,8,8,8,9,7,9,9,6,7,6,10,10,9,8,8,7,5,8
21115,20211010,9,9,9,9,8,9,10,9,6,8,8,8,9,6,6,9,9,8,7,9
21116,20211012,9,9,7,7,8,8,6,7,7,9,5,6,7,7,5,7,5,7,7,6
21117,20211014,8,5,6,7,2,3,7,5,5,4,4,8,5,5,7,4,4,7,8,8
21118,20211017,9,7,9,6,8,6,6,7,7,8,6,7,9,10,7,9,5,6,5,8
21119,20211019,7,9,8,6,8,7,10,8,10,8,10,6,7,7,9,10,9,8,8,9
21120,20211021,8,8,7,7,7,9,8,8,8,5,8,6,5,7,7,5,7,7,4,7
21121,20211024,8,6,8,10,10,9,8,8,9,7,9,7,8,7,8,9,8,10,8,10
21122,20211026,6,9,7,8,8,7,7,9,6,8,5,10,8,8,9,9,9,7,10,7
21123,20211028,7,9,7,6,7,9,7,6,8,9,9,6,7,8,9,6,7,6,6,7
21124,20211031,5,6,9,7,8,6,7,8,8,6,8,8,8,8,7,9,8,6,4,7
21125,20211102,9,7,9,8,7,9,6,10,9,10,7,10,7,8,8,8,9,7,9,8
21126,20211104,6,6,6,8,9,7,8,9,10,7,9,4,10,6,9,8,8,7,6,8
21127,20211107,8,7,9,6,6,6,8,5,7,6,4,4,5,8,7,6,9,5,8,3
21128,20211109,5,10,6,7,8,6,10,7,7,6,8,8,9,7,6,8,7,7,6,4
21129,20211111,9,7,9,6,6,6,7,5,6,8,7,7,10,8,7,4,7,6,6,7
21130,20211114,6,9,9,8,9,9,10,6,6,8,7,9,8,8,8,9,8,8,10,10
21131,20211116,8,7,8,9,9,9,7,8,9,7,7,8,9,6,8,9,9,8,9,10
21132,20211118,8,4,7,7,6,5,8,9,6,7,4,8,7,10,8,9,6,7,6,9
21133,20211121,6,4,7,6,5,5,9,7,8,6,4,7,5,4,4,5,6,9,6,9
21134,20211123,5,5,6,5,8,6,7,5,6,6,7,7,6,3,8,6,7,7,5,7
21135,20211125,6,6,7,9,7,8,5,7,6,8,6,5,3,9,7,3,6,7,10,6
21136,20211128,10,8,8,9,8,8,9,8,7,7,6,7,4,10,7,4,9,8,9,8
21137,20211130,9,8,7,8,9,8,8,6,6,9,8,6,9,9,8,8,9,8,10,8
21138,20211202,8,6,10,9,10,4,8,7,8,8,7,6,7,7,10,8,9,9,9,6
21139,20211205,7,6,8,10,6,8,8,8,10,10,8,7,10,7,6,8,9,9,8,8
21140,20211207,8,4,9,1,7,8,9,7,6,9,8,8,10,9,7,7,6,5,7,5
21141,20211209,6,7,10,7,7,8,7,5,9,8,6,6,10,9,9,5,6,8,7,6
21142,20211212,7,9,6,8,6,8,7,8,6,8,8,8,10,10,9,9,3,8,8,9
21143,20211214,7,10,5,6,8,9,7,6,9,4,8,6,7,8,8,7,6,8,9,8
21144,20211216,7,5,7,6,8,4,6,8,7,8,7,9,10,9,7,7,8,6,7,8
21145,20211219,8,9,6,8,7,7,7,6,6,7,7,10,8,8,8,7,8,8,10,8
21146,20211221,8,8,4,9,7,8,6,6,7,7,8,7,10,7,8,9,9,6,8,8
21147,20211223,6,7,7,5,8,9,7,7,6,8,7,6,7,7,7,8,8,6,6,8
21148,20211226,8,9,8,8,7,7,8,7,6,8,7,5,10,9,8,8,10,8,9,8
21149,20211228,5,7,6,6,6,5,8,7,4,9,9,5,6,8,9,8,9,5,8,4
21150,20211230,8,7,7,6,10,9,8,10,8,6,8,9,8,9,6,8,8,10,8,8
22001,20220102,9,5,8,6,8,9,8,7,8,8,6,7,7,9,6,6,8,5,7,6
22002,20220104,7,6,8,6,3,9,7,8,7,7,8,5,8,6,7,6,7,7,9,6
22003,20220106,8,7,8,10,8,7,6,8,6,8,4,6,8,7,5,7,7,7,6,7
22004,20220109,9,9,9,9,8,8,8,8,10,8,8,9,9,8,6,8,8,8,8,9
22005,20220111,8,8,7,8,7,4,9,9,9,10,7,7,7,7,6,8,6,8,8,8
22006,20220113,7,9,8,8,7,5,7,7,6,9,7,4,8,6,8,7,7,7,8,6
22007,20220116,9,7,4,7,9,5,8,9,8,2,6,5,7,6,8,9,8,5,7,8
22008,20220118,8,9,7,8,8,9,6,7,9,8,5,8,6,8,9,7,9,8,7,9
22009,20220120,6,8,7,7,8,8,7,7,7,8,7,9,8,9,10,9,9,7,9,7
22010,20220123,8,5,6,9,8,4,4,6,7,8,8,8,6,10,4,9,9,8,5,8
22011,20220125,6,6,6,6,5,8,8,7,6,6,6,10,9,9,8,6,7,9,6,6
22012,20220127,9,8,9,10,10,10,9,9,9,10,10,10,10,9,10,10,10,9,10,9
22013,20220208,8,7,10,7,8,10,9,9,9,7,10,10,7,7,9,9,8,10,9,10
22014,20220210,10,9,10,8,9,9,7,9,6,9,9,9,10,8,6,9,9,9,9,10
22015,20220213,7,7,6,7,6,7,8,6,6,8,7,7,6,7,6,8,7,8,9,9
22016,20220215,9,9,8,9,10,8,6,10,10,10,8,10,10,8,8,9,7,8,8,7
22017,20220217,9,9,8,7,10,6,8,9,6,9,8,9,10,8,9,7,9,8,9,6
22018,20220220,7,6,6,7,6,5,6,8,7,6,8,7,6,8,7,5,5,9,8,5
22019,20220222,8,6,7,5,7,8,5,9,7,9,6,7,5,9,6,7,5,8,7,4
22020,20220224,4,6,7,8,7,8,8,7,8,6,8,6,8,7,7,6,8,7,6,8
22021,20220227,8,6,9,7,8,6,9,6,7,8,7,7,6,6,8,9,8,8,7,8
22022,20220301,8,8,8,8,7,8,8,8,9,7,8,6,8,8,5,8,4,7,7,8
22023,20220303,8,8,7,4,7,8,9,8,9,8,8,8,10,7,8,8,7,7,7,6
22024,20220306,9,10,8,7,9,9,9,10,8,9,9,7,10,9,8,10,8,9,10,9
22025,20220308,9,9,6,7,7,7,10,7,9,9,6,6,5,5,5,9,7,7,8,7
22026,20220310,8,7,10,10,8,8,6,9,9,8,9,9,8,6,9,10,10,5,10,8
22027,20220313,9,9,8,7,8,7,5,6,9,8,6,4,7,7,5,9,9,7,4,10
22028,20220315,7,8,9,9,9,9,7,10,8,8,7,6,8,7,9,8,9,7,8,7
22029,20220317,8,8,6,6,4,4,6,6,7,5,6,6,5,7,7,7,8,5,6,6
22030,20220320,8,9,9,9,8,10,7,9,8,8,9,9,9,4,9,9,10,5,7,8
22031,20220322,6,7,7,6,5,3,8,5,6,5,6,5,5,7,8,6,3,5,3,6
22032,20220324,7,7,8,8,8,6,6,5,7,6,7,6,9,9,7,9,9,9,6,7
22033,20220327,7,9,6,8,8,8,8,6,9,7,7,7,10,5,8,5,10,4,6,7
22034,20220329,5,6,6,7,5,9,5,6,7,8,8,8,7,6,5,4,7,5,5,8
22035,20220331,8,8,8,8,9,10,6,8,8,7,8,8,9,8,8,7,9,9,9,9
22036,20220403,8,6,7,9,10,7,5,9,7,7,9,6,6,8,8,7,5,9,6,6
22037,20220405,7,4,5,6,6,5,6,4,4,5,6,4,5,6,4,6,7,3,7,4
22038,20220407,7,8,6,7,7,9,6,7,7,7,6,7,7,6,9,7,10,6,9,5
22039,20220410,6,7,4,4,5,8,5,4,6,5,3,9,8,5,6,4,6,7,7,7
22040,20220412,5,7,8,6,5,6,4,3,5,4,3,5,3,5,5,7,7,7,5,1
22041,20220414,6,7,9,8,7,8,9,8,6,7,7,7,5,7,8,7,7,7,8,9
22042,20220417,7,6,7,7,7,6,8,8,8,5,7,3,8,7,3,5,6,6,6,6
22043,20220419,7,5,8,7,9,6,9,8,8,9,6,8,9,8,8,7,7,6,7,8
22044,20220421,9,6,7,8,9,9,10,7,10,10,9,8,8,9,7,8,9,8,8,8
22045,20220424,8,9,8,9,9,10,10,9,7,7,8,9,7,8,10,10,8,7,8,8
