Game,Date,P1,P19,P9,P15,P#,P2,P16,P#,P5,P#,P17,P10,P3,P12,P#,P8,P#,P18,P#,P13,P#,P11,P4,P#,P14,P7,P#,P6,P#,P20,P#
18148,20181218,2,1,4,16,#,2,2,#,4,#,6,5,1,2,#,6,#,5,#,1,#,2,4,#,3,7,#,4,#,3,#
18149,20181220,5,2,2,3,#,1,1,#,2,#,1,3,3,5,#,2,#,1,#,1,#,1,5,#,4,2,#,1,#,4,#
18150,20181223,2,1,3,1,#,7,3,#,4,#,4,7,2,4,#,2,#,1,#,2,#,4,5,#,4,1,#,2,#,7,#
18151,20181225,3,1,2,4,#,2,1,#,1,#,4,1,2,8,#,2,#,1,#,2,#,1,4,#,1,2,#,8,#,2,#
18152,20181227,2,1,1,2,#,8,9,#,2,#,1,1,3,1,#,1,#,6,#,3,#,3,2,#,11,10,#,1,#,2,#
18153,20181230,6,2,11,1,#,6,6,#,10,#,4,3,4,6,#,16,#,1,#,9,#,8,9,#,7,1,#,1,#,4,#
19001,20190101,5,5,6,1,#,2,2,#,8,#,1,1,1,5,#,4,#,2,#,3,#,5,1,#,2,6,#,2,#,3,#
19002,20190103,7,3,1,1,#,3,2,#,1,#,1,2,1,2,#,1,#,3,#,3,#,1,2,#,2,1,#,1,#,1,#
19003,20190106,4,7,3,16,#,13,6,#,13,#,4,7,4,7,#,10,#,8,#,6,#,5,7,#,5,5,#,9,#,16,#
19004,20190108,7,6,10,2,#,4,8,#,5,#,4,3,3,1,#,8,#,5,#,2,#,4,3,#,1,8,#,1,#,6,#
19005,20190110,18,1,5,14,#,7,9,#,3,#,16,7,8,3,#,1,#,3,#,15,#,18,17,#,10,10,#,9,#,5,#
19006,20190113,1,8,5,2,#,2,1,#,2,#,1,1,4,4,#,10,#,11,#,2,#,2,3,#,2,6,#,7,#,7,#
19007,20190115,4,4,3,2,#,1,2,#,2,#,1,4,1,5,#,3,#,6,#,5,#,1,1,#,4,8,#,5,#,7,#
19008,20190117,4,1,10,7,#,7,8,#,2,#,12,1,1,6,#,6,#,4,#,12,#,7,1,#,3,19,#,2,#,11,#
19009,20190120,5,11,5,10,#,5,11,#,1,#,5,4,5,2,#,7,#,6,#,6,#,7,6,#,6,2,#,2,#,4,#
19010,20190122,1,4,1,5,#,1,3,#,1,#,5,6,10,3,#,1,#,4,#,1,#,2,3,#,2,1,#,1,#,1,#
19011,20190124,9,3,9,3,#,1,2,#,7,#,3,1,2,10,#,7,#,8,#,2,#,7,4,#,4,3,#,5,#,2,#
19012,20190127,12,10,4,4,#,8,2,#,6,#,8,5,12,2,#,4,#,1,#,6,#,17,13,#,8,20,#,5,#,3,#
19013,20190129,7,7,1,2,#,2,4,#,1,#,5,6,7,4,#,5,#,12,#,6,#,3,3,#,2,4,#,3,#,4,#
19014,20190131,5,3,7,3,#,7,3,#,1,#,1,3,1,10,#,6,#,5,#,6,#,1,4,#,2,6,#,2,#,4,#
19015,20190203,2,2,5,1,#,1,3,#,3,#,4,3,3,7,#,3,#,1,#,4,#,11,6,#,1,3,#,1,#,3,#
19016,20190212,5,1,2,7,#,2,5,#,11,#,1,2,1,2,#,6,#,2,#,1,#,6,3,#,6,6,#,9,#,1,#
19017,20190214,5,1,3,1,#,2,3,#,4,#,5,2,1,3,#,13,#,3,#,9,#,1,5,#,2,4,#,5,#,2,#
19018,20190217,2,2,12,3,#,5,1,#,3,#,2,3,1,2,#,2,#,6,#,1,#,1,1,#,1,5,#,7,#,5,#
19019,20190219,2,6,11,3,#,6,1,#,2,#,6,1,3,2,#,1,#,4,#,4,#,5,5,#,2,3,#,4,#,7,#
19020,20190221,6,3,4,4,#,7,9,#,5,#,8,9,6,8,#,6,#,6,#,7,#,2,2,#,3,1,#,1,#,5,#
19021,20190224,11,1,8,1,#,1,7,#,5,#,1,4,3,4,#,10,#,2,#,5,#,3,1,#,2,1,#,2,#,2,#
19022,20190226,5,8,1,9,#,5,8,#,5,#,3,6,7,3,#,6,#,6,#,5,#,9,6,#,1,10,#,5,#,3,#
19023,20190228,15,3,1,8,#,6,7,#,6,#,1,1,1,2,#,1,#,4,#,3,#,8,11,#,7,1,#,3,#,3,#
19024,20190303,1,1,1,2,#,1,4,#,10,#,2,2,4,4,#,3,#,1,#,1,#,5,1,#,2,1,#,6,#,1,#
19025,20190305,4,4,2,1,#,7,14,#,9,#,7,9,16,11,#,8,#,18,#,7,#,4,11,#,13,3,#,9,#,10,#
19026,20190307,12,16,4,8,#,7,6,#,1,#,2,8,2,11,#,4,#,2,#,9,#,11,5,#,1,3,#,3,#,3,#
19027,20190310,4,9,5,2,#,5,4,#,3,#,4,3,1,6,#,4,#,1,#,8,#,2,2,#,2,2,#,11,#,2,#
19028,20190312,3,1,1,5,#,1,4,#,3,#,1,2,6,2,#,4,#,10,#,2,#,3,5,#,1,2,#,1,#,1,#
19029,20190314,7,2,13,7,#,3,10,#,13,#,2,2,1,7,#,6,#,19,#,2,#,6,12,#,9,4,#,17,#,17,#
19030,20190317,3,2,2,9,#,2,12,#,6,#,1,1,4,1,#,5,#,2,#,2,#,1,1,#,4,6,#,4,#,8,#
19031,20190319,10,13,7,7,#,9,7,#,13,#,1,3,6,10,#,2,#,6,#,11,#,1,4,#,8,1,#,4,#,4,#
19032,20190321,3,1,1,9,#,1,1,#,2,#,9,5,3,1,#,6,#,1,#,1,#,3,1,#,1,2,#,1,#,1,#
19033,20190324,1,1,2,1,#,3,2,#,4,#,4,1,1,3,#,1,#,5,#,2,#,4,4,#,2,2,#,4,#,1,#
19034,20190326,10,1,2,6,#,4,3,#,1,#,3,3,2,3,#,6,#,2,#,6,#,5,2,#,4,4,#,1,#,3,#
19035,20190328,4,2,2,1,#,6,4,#,1,#,4,2,3,3,#,9,#,2,#,2,#,1,5,#,2,1,#,1,#,8,#
19036,20190331,3,2,3,6,#,4,8,#,3,#,4,5,11,3,#,4,#,6,#,1,#,7,5,#,17,9,#,7,#,6,#
19037,20190402,7,5,5,2,#,1,7,#,2,#,2,3,4,7,#,3,#,3,#,2,#,2,2,#,2,1,#,3,#,3,#
19038,20190404,3,4,1,9,#,5,10,#,4,#,4,1,1,5,#,3,#,1,#,2,#,4,5,#,4,1,#,11,#,17,#
19039,20190407,2,1,2,6,#,2,6,#,6,#,3,3,9,3,#,6,#,7,#,4,#,10,6,#,18,5,#,3,#,3,#
19040,20190409,2,1,6,2,#,6,5,#,1,#,5,2,3,3,#,10,#,8,#,6,#,1,2,#,1,1,#,6,#,10,#
19041,20190411,2,1,10,6,#,8,2,#,1,#,10,7,11,8,#,5,#,8,#,5,#,1,1,#,3,5,#,5,#,6,#
19042,20190414,1,7,5,4,#,4,1,#,9,#,3,2,4,4,#,2,#,3,#,3,#,2,14,#,2,2,#,2,#,3,#
19043,20190416,10,1,5,8,#,4,11,#,2,#,4,1,8,13,#,7,#,3,#,8,#,5,7,#,4,2,#,8,#,12,#
19044,20190418,4,6,7,1,#,2,7,#,2,#,2,3,12,3,#,2,#,5,#,6,#,4,2,#,8,9,#,3,#,4,#
19045,20190421,6,9,9,4,#,10,9,#,7,#,8,8,7,16,#,4,#,8,#,12,#,7,8,#,9,9,#,5,#,3,#
19046,20190423,8,1,1,4,#,3,1,#,4,#,15,8,11,14,#,13,#,5,#,16,#,13,15,#,2,14,#,12,#,6,#
19047,20190425,14,10,7,3,#,7,14,#,6,#,7,6,12,2,#,7,#,13,#,7,#,14,1,#,10,7,#,8,#,10,#
19048,20190428,7,7,8,3,#,6,10,#,1,#,1,6,9,3,#,12,#,3,#,9,#,12,4,#,11,4,#,4,#,1,#
19049,20190430,7,2,4,1,#,6,4,#,4,#,6,4,2,10,#,10,#,4,#,6,#,1,3,#,2,3,#,6,#,6,#
19050,20190502,1,2,3,1,#,1,5,#,1,#,1,1,1,2,#,1,#,2,#,10,#,2,1,#,1,3,#,1,#,1,#
19051,20190505,6,13,2,4,#,2,3,#,1,#,1,12,7,5,#,1,#,8,#,5,#,8,1,#,1,3,#,6,#,3,#
19052,20190507,1,2,1,4,#,2,1,#,5,#,1,3,2,2,#,1,#,7,#,6,#,1,5,#,8,1,#,4,#,1,#
19053,20190509,1,6,2,1,#,2,2,#,6,#,5,2,2,5,#,4,#,4,#,4,#,4,2,#,3,3,#,1,#,5,#
19054,20190512,4,1,2,2,#,10,2,#,7,#,4,2,6,5,#,7,#,3,#,4,#,1,2,#,5,4,#,2,#,3,#
19055,20190514,4,1,8,4,#,13,4,#,6,#,6,8,7,5,#,4,#,9,#,8,#,7,2,#,1,3,#,6,#,6,#
19056,20190516,1,5,1,1,#,3,4,#,3,#,1,3,3,1,#,1,#,3,#,7,#,8,2,#,1,3,#,4,#,1,#
19057,20190519,8,1,3,1,#,3,3,#,9,#,1,4,3,6,#,6,#,5,#,2,#,12,2,#,1,5,#,3,#,4,#
19058,20190521,4,7,8,9,#,5,2,#,7,#,5,5,1,4,#,5,#,2,#,13,#,2,7,#,3,3,#,6,#,7,#
19059,20190523,1,2,1,1,#,2,2,#,3,#,1,1,4,4,#,3,#,5,#,1,#,4,1,#,1,3,#,6,#,1,#
19060,20190526,1,15,4,1,#,4,4,#,11,#,7,3,1,10,#,2,#,4,#,1,#,7,1,#,1,3,#,1,#,1,#
19061,20190528,2,6,2,3,#,3,4,#,3,#,2,1,8,10,#,5,#,5,#,11,#,1,1,#,5,2,#,5,#,6,#
19062,20190530,4,6,5,5,#,6,4,#,9,#,2,9,6,10,#,8,#,6,#,7,#,3,5,#,3,6,#,7,#,7,#
19063,20190602,3,8,3,1,#,8,5,#,4,#,3,5,3,7,#,2,#,1,#,1,#,2,2,#,1,8,#,1,#,2,#
19064,20190604,6,4,4,1,#,9,4,#,5,#,5,2,9,1,#,1,#,1,#,8,#,9,9,#,10,8,#,8,#,11,#
19065,20190606,4,11,7,6,#,7,4,#,4,#,4,2,4,3,#,6,#,8,#,1,#,14,8,#,7,2,#,3,#,4,#
19066,20190609,8,1,10,2,#,12,6,#,16,#,8,10,3,2,#,15,#,5,#,5,#,6,4,#,3,14,#,4,#,15,#
19067,20190611,4,3,2,3,#,4,1,#,5,#,3,5,2,12,#,1,#,11,#,2,#,1,6,#,1,5,#,10,#,1,#
19068,20190613,4,1,6,10,#,3,10,#,8,#,5,8,1,14,#,4,#,8,#,1,#,8,11,#,7,2,#,6,#,3,#
19069,20190616,7,3,2,10,#,3,12,#,6,#,5,3,11,2,#,2,#,9,#,2,#,1,11,#,9,1,#,10,#,8,#
19070,20190618,10,3,7,1,#,3,5,#,4,#,1,3,6,4,#,2,#,9,#,5,#,5,15,#,2,2,#,2,#,2,#
19071,20190620,3,3,4,4,#,1,1,#,5,#,3,6,1,3,#,2,#,1,#,1,#,1,3,#,1,1,#,1,#,4,#
19072,20190623,3,6,1,10,#,1,5,#,1,#,1,2,3,14,#,1,#,2,#,4,#,2,3,#,12,5,#,3,#,1,#
19073,20190625,4,8,4,7,#,3,4,#,3,#,7,6,7,11,#,5,#,1,#,11,#,12,4,#,7,1,#,4,#,4,#
19074,20190627,6,1,1,5,#,11,10,#,10,#,7,3,8,2,#,1,#,11,#,8,#,2,3,#,10,15,#,15,#,4,#
19075,20190630,2,3,10,8,#,2,7,#,1,#,9,3,5,3,#,7,#,4,#,13,#,9,15,#,6,1,#,1,#,9,#
19076,20190702,1,5,12,7,#,15,3,#,16,#,3,1,11,6,#,4,#,4,#,10,#,10,12,#,11,5,#,13,#,7,#
19077,20190704,1,6,2,9,#,3,5,#,5,#,2,2,4,7,#,3,#,4,#,3,#,4,2,#,7,3,#,6,#,9,#
19078,20190707,8,1,3,9,#,3,3,#,3,#,8,2,4,6,#,8,#,16,#,3,#,4,8,#,2,1,#,3,#,1,#
19079,20190709,4,1,3,4,#,2,3,#,1,#,1,1,7,2,#,1,#,1,#,3,#,5,1,#,2,6,#,4,#,4,#
19080,20190711,2,2,2,13,#,1,8,#,6,#,4,1,3,2,#,2,#,10,#,9,#,1,4,#,5,1,#,5,#,1,#
19081,20190714,2,2,1,4,#,3,5,#,15,#,7,2,6,7,#,2,#,10,#,6,#,1,5,#,5,8,#,5,#,6,#
19082,20190716,3,9,2,4,#,9,2,#,1,#,8,6,4,12,#,1,#,8,#,3,#,7,4,#,5,5,#,8,#,4,#
19083,20190718,7,2,3,1,#,7,4,#,3,#,4,4,7,4,#,8,#,2,#,9,#,3,6,#,11,1,#,6,#,6,#
19084,20190721,10,18,2,1,#,13,6,#,1,#,3,6,1,4,#,4,#,6,#,12,#,6,1,#,9,3,#,1,#,1,#
19085,20190723,14,3,12,3,#,5,9,#,11,#,6,1,5,10,#,9,#,3,#,3,#,1,15,#,9,3,#,3,#,1,#
19086,20190725,11,8,9,4,#,15,9,#,10,#,5,15,3,2,#,5,#,4,#,2,#,8,4,#,7,6,#,4,#,4,#
19087,20190728,6,4,5,3,#,4,1,#,11,#,1,15,6,11,#,2,#,1,#,4,#,1,1,#,1,2,#,1,#,7,#
19088,20190730,7,4,7,6,#,4,6,#,7,#,1,4,15,3,#,4,#,1,#,2,#,8,11,#,4,8,#,4,#,2,#
19089,20190801,1,1,1,3,#,7,9,#,3,#,6,5,4,5,#,1,#,3,#,4,#,3,7,#,2,13,#,4,#,1,#
19090,20190804,2,4,2,9,#,7,6,#,9,#,6,5,7,1,#,1,#,5,#,4,#,4,5,#,1,17,#,10,#,5,#
19091,20190806,5,1,4,2,#,4,1,#,1,#,4,8,1,1,#,3,#,1,#,3,#,9,2,#,1,6,#,3,#,3,#
19092,20190808,6,6,2,2,#,6,4,#,2,#,4,1,4,5,#,3,#,4,#,8,#,2,4,#,4,7,#,4,#,5,#
19093,20190811,2,3,7,4,#,4,4,#,2,#,3,1,3,1,#,1,#,2,#,11,#,1,4,#,2,2,#,5,#,4,#
19094,20190813,11,7,9,6,#,1,1,#,5,#,10,1,16,5,#,5,#,11,#,6,#,10,4,#,3,6,#,2,#,4,#
19095,20190815,3,6,1,17,#,4,2,#,2,#,2,3,5,3,#,1,#,7,#,8,#,1,3,#,8,1,#,8,#,5,#
19096,20190818,2,10,1,7,#,6,16,#,5,#,10,5,3,2,#,3,#,4,#,2,#,1,7,#,6,2,#,1,#,9,#
19097,20190820,3,6,12,4,#,1,10,#,2,#,3,2,7,3,#,4,#,3,#,9,#,3,4,#,2,3,#,9,#,10,#
19098,20190822,3,3,6,3,#,2,2,#,13,#,3,4,5,4,#,2,#,2,#,3,#,6,10,#,1,1,#,13,#,4,#
19099,20190825,4,13,2,2,#,3,12,#,2,#,6,1,11,3,#,1,#,7,#,1,#,4,5,#,1,3,#,15,#,2,#
19100,20190827,2,4,7,5,#,1,6,#,1,#,1,4,1,2,#,13,#,1,#,1,#,3,4,#,2,5,#,1,#,4,#
19101,20190829,2,4,2,2,#,5,1,#,11,#,3,3,6,7,#,4,#,7,#,2,#,6,7,#,1,2,#,5,#,4,#
19102,20190901,5,2,7,13,#,6,4,#,5,#,5,6,4,11,#,5,#,4,#,4,#,2,3,#,2,2,#,2,#,1,#
19103,20190903,1,4,4,3,#,3,2,#,2,#,1,1,1,2,#,3,#,2,#,1,#,4,12,#,2,4,#,8,#,1,#
19104,20190905,4,6,4,4,#,1,8,#,5,#,5,6,2,14,#,4,#,4,#,7,#,3,6,#,4,2,#,1,#,1,#
19105,20190908,5,5,5,6,#,7,2,#,15,#,9,4,2,6,#,16,#,7,#,2,#,5,4,#,7,3,#,4,#,6,#
19106,20190910,7,10,10,11,#,6,10,#,9,#,2,1,18,1,#,9,#,8,#,2,#,3,3,#,3,5,#,13,#,9,#
19107,20190912,4,2,1,6,#,2,1,#,14,#,3,6,4,6,#,5,#,2,#,3,#,5,6,#,2,8,#,1,#,2,#
19108,20190915,2,8,7,6,#,1,9,#,12,#,2,2,3,4,#,3,#,2,#,3,#,10,5,#,1,9,#,1,#,2,#
19109,20190917,1,3,7,6,#,5,1,#,1,#,2,5,2,2,#,1,#,5,#,2,#,3,5,#,2,4,#,2,#,1,#
19110,20190919,8,3,14,9,#,8,1,#,1,#,4,1,9,4,#,8,#,11,#,9,#,10,6,#,3,10,#,4,#,8,#
19111,20190922,9,2,9,4,#,5,11,#,2,#,4,4,6,15,#,13,#,15,#,16,#,9,7,#,11,9,#,3,#,9,#
19112,20190924,6,6,2,3,#,5,1,#,16,#,5,3,6,1,#,1,#,2,#,4,#,1,2,#,7,8,#,6,#,10,#
19113,20190926,3,1,3,8,#,6,1,#,6,#,3,1,1,1,#,1,#,4,#,5,#,5,6,#,12,4,#,1,#,1,#
19114,20190929,6,5,1,1,#,3,1,#,3,#,3,2,5,2,#,3,#,5,#,1,#,1,1,#,2,2,#,6,#,2,#
19115,20191008,2,1,2,5,#,5,3,#,3,#,8,3,3,1,#,2,#,1,#,6,#,1,1,#,11,6,#,3,#,1,#
19116,20191010,6,6,1,13,#,1,13,#,2,#,10,7,4,6,#,2,#,6,#,3,#,6,14,#,6,1,#,2,#,4,#
19117,20191013,3,9,1,2,#,5,11,#,12,#,11,2,3,6,#,1,#,2,#,5,#,11,9,#,4,3,#,4,#,7,#
19118,20191015,1,1,4,1,#,1,1,#,3,#,6,3,9,3,#,4,#,1,#,2,#,2,6,#,9,1,#,7,#,7,#
19119,20191017,1,8,3,1,#,14,7,#,3,#,7,6,12,3,#,3,#,2,#,2,#,3,9,#,1,6,#,6,#,5,#
19120,20191020,11,7,9,18,#,2,4,#,3,#,21,2,12,9,#,7,#,13,#,15,#,4,5,#,15,14,#,14,#,15,#
19121,20191022,6,5,4,3,#,3,2,#,3,#,7,12,19,6,#,14,#,10,#,9,#,10,7,#,2,2,#,13,#,6,#
19122,20191024,2,2,4,1,#,8,1,#,6,#,3,3,5,2,#,11,#,14,#,9,#,2,2,#,4,1,#,5,#,6,#
19123,20191027,1,10,3,4,#,4,8,#,11,#,4,1,2,8,#,14,#,6,#,4,#,2,2,#,3,4,#,1,#,2,#
19124,20191029,2,1,5,4,#,1,1,#,3,#,1,2,2,4,#,7,#,1,#,1,#,1,6,#,6,7,#,6,#,10,#
19125,20191031,13,3,2,12,#,6,9,#,7,#,9,3,2,6,#,5,#,9,#,13,#,10,6,#,3,2,#,4,#,17,#
19126,20191103,2,1,7,3,#,11,13,#,8,#,5,5,1,1,#,3,#,12,#,10,#,1,7,#,17,2,#,3,#,7,#
19127,20191105,6,4,4,6,#,1,3,#,1,#,6,1,9,2,#,7,#,4,#,2,#,8,1,#,5,11,#,6,#,8,#
19128,20191107,3,3,3,10,#,3,1,#,9,#,8,6,5,1,#,8,#,6,#,1,#,12,6,#,3,7,#,1,#,1,#
19129,20191110,1,6,4,1,#,1,2,#,1,#,1,1,4,5,#,1,#,2,#,1,#,3,11,#,5,4,#,5,#,1,#
19130,20191112,8,3,1,4,#,3,1,#,3,#,5,15,1,3,#,19,#,3,#,10,#,1,3,#,1,3,#,4,#,6,#
19131,20191114,2,1,1,3,#,1,3,#,1,#,1,4,4,4,#,1,#,2,#,1,#,4,3,#,3,1,#,1,#,4,#
19132,20191117,1,7,2,1,#,2,2,#,5,#,1,2,2,1,#,1,#,9,#,1,#,3,1,#,2,6,#,3,#,2,#
19133,20191119,3,6,2,9,#,4,2,#,4,#,5,12,10,6,#,7,#,1,#,7,#,2,2,#,2,5,#,3,#,2,#
19134,20191121,2,1,6,11,#,1,1,#,3,#,3,1,1,3,#,2,#,5,#,2,#,4,1,#,1,1,#,1,#,1,#
19135,20191124,4,6,6,2,#,3,3,#,1,#,12,12,6,4,#,10,#,11,#,2,#,3,10,#,9,1,#,4,#,2,#
19136,20191126,3,7,8,8,#,14,1,#,6,#,4,2,1,6,#,3,#,3,#,8,#,2,1,#,1,3,#,8,#,3,#
19137,20191128,3,3,4,1,#,22,2,#,4,#,4,1,2,1,#,2,#,2,#,4,#,1,8,#,5,2,#,8,#,2,#
19138,20191201,12,12,5,5,#,12,17,#,1,#,3,9,11,10,#,11,#,17,#,11,#,13,10,#,11,2,#,11,#,12,#
19139,20191203,12,6,5,8,#,1,13,#,2,#,14,2,8,6,#,10,#,6,#,11,#,2,12,#,4,1,#,5,#,5,#
19140,20191205,1,1,3,6,#,1,3,#,1,#,1,1,2,1,#,1,#,1,#,1,#,2,1,#,1,3,#,1,#,1,#
19141,20191208,8,6,2,1,#,9,6,#,1,#,1,3,3,3,#,4,#,1,#,1,#,3,3,#,1,4,#,1,#,2,#
19142,20191210,1,6,3,3,#,2,2,#,1,#,1,4,5,5,#,1,#,1,#,3,#,5,1,#,1,2,#,3,#,14,#
19143,20191212,6,7,2,7,#,13,8,#,3,#,9,3,1,6,#,2,#,3,#,11,#,12,3,#,10,7,#,12,#,8,#
19144,20191215,3,3,3,3,#,11,15,#,6,#,1,14,6,5,#,6,#,16,#,4,#,9,9,#,4,15,#,12,#,12,#
19145,20191217,8,2,3,9,#,6,6,#,3,#,1,5,7,2,#,2,#,5,#,3,#,7,6,#,5,8,#,12,#,3,#
19146,20191219,1,9,4,1,#,7,6,#,7,#,4,3,3,1,#,5,#,1,#,6,#,4,7,#,4,3,#,2,#,2,#
19147,20191222,3,8,1,13,#,6,14,#,1,#,4,11,1,5,#,10,#,2,#,5,#,3,1,#,1,2,#,12,#,3,#
19148,20191224,6,5,6,1,#,3,2,#,1,#,4,1,4,2,#,4,#,4,#,7,#,7,1,#,8,3,#,2,#,5,#
19149,20191226,11,2,3,6,#,16,12,#,9,#,11,1,1,8,#,10,#,5,#,4,#,10,10,#,8,4,#,6,#,2,#
19150,20191229,14,1,2,1,#,4,7,#,1,#,5,6,4,1,#,5,#,11,#,3,#,10,2,#,12,3,#,1,#,4,#
19151,20191231,2,5,3,11,#,2,1,#,4,#,1,11,5,8,#,1,#,3,#,3,#,2,4,#,1,2,#,3,#,1,#
20001,20200102,7,4,3,10,#,1,1,#,5,#,5,10,7,4,#,3,#,6,#,14,#,6,1,#,9,6,#,2,#,1,#
20002,20200105,3,5,2,14,#,1,2,#,5,#,2,2,6,2,#,2,#,1,#,2,#,1,1,#,4,2,#,1,#,5,#
20003,20200107,7,10,7,4,#,1,7,#,1,#,7,2,8,3,#,1,#,1,#,1,#,1,5,#,3,3,#,12,#,2,#
20004,20200109,10,8,3,4,#,4,3,#,9,#,4,11,12,5,#,7,#,12,#,7,#,17,6,#,6,13,#,9,#,2,#
20005,20200112,6,7,9,3,#,13,3,#,3,#,7,2,10,14,#,4,#,2,#,14,#,2,7,#,15,6,#,4,#,14,#
20006,20200114,1,1,2,6,#,1,1,#,1,#,1,1,4,13,#,2,#,3,#,4,#,3,5,#,10,1,#,1,#,2,#
20007,20200116,8,2,3,8,#,1,1,#,2,#,2,5,17,4,#,5,#,2,#,11,#,1,5,#,2,12,#,1,#,2,#
20008,20200119,3,1,3,1,#,4,2,#,4,#,3,2,2,5,#,2,#,1,#,5,#,2,1,#,9,2,#,8,#,2,#
20009,20200121,2,1,12,4,#,7,3,#,15,#,5,6,7,5,#,5,#,3,#,5,#,6,14,#,2,2,#,2,#,6,#
20010,20200312,11,12,1,10,#,3,1,#,2,#,2,5,12,1,#,18,#,10,#,2,#,2,7,#,2,1,#,4,#,6,#
20011,20200315,4,4,2,1,#,1,2,#,3,#,6,3,4,5,#,5,#,3,#,13,#,5,1,#,1,1,#,1,#,5,#
20012,20200317,4,6,6,3,#,13,2,#,4,#,4,2,4,10,#,2,#,10,#,2,#,6,4,#,5,1,#,1,#,4,#
20013,20200319,1,2,5,11,#,1,5,#,6,#,3,1,2,2,#,2,#,4,#,4,#,5,7,#,5,3,#,1,#,7,#
20014,20200322,4,4,2,4,#,2,8,#,3,#,19,6,9,12,#,4,#,1,#,7,#,2,6,#,3,2,#,11,#,5,#
20015,20200324,8,5,1,4,#,4,1,#,4,#,5,4,4,3,#,4,#,1,#,2,#,4,1,#,7,1,#,1,#,5,#
20016,20200326,1,8,6,3,#,2,8,#,6,#,9,3,3,2,#,2,#,1,#,6,#,3,4,#,3,5,#,1,#,1,#
20017,20200329,1,2,1,1,#,5,7,#,7,#,1,12,3,2,#,5,#,8,#,10,#,1,1,#,5,4,#,7,#,5,#
20018,20200331,1,1,11,8,#,4,2,#,8,#,5,8,8,12,#,12,#,6,#,13,#,3,3,#,3,11,#,11,#,5,#
20019,20200402,5,3,3,1,#,1,2,#,6,#,3,2,1,2,#,1,#,1,#,8,#,5,12,#,1,8,#,4,#,1,#
20020,20200405,13,4,2,5,#,2,7,#,3,#,4,7,3,2,#,4,#,5,#,7,#,9,3,#,2,2,#,9,#,15,#
20021,20200407,3,5,16,2,#,1,3,#,5,#,5,2,6,7,#,2,#,2,#,3,#,5,6,#,3,2,#,2,#,6,#
20022,20200409,3,10,4,2,#,11,6,#,1,#,8,2,3,4,#,1,#,8,#,1,#,3,7,#,5,10,#,3,#,4,#
20023,20200412,1,1,2,3,#,3,3,#,4,#,1,6,1,10,#,11,#,1,#,1,#,1,5,#,8,12,#,4,#,5,#
20024,20200414,1,3,2,8,#,3,13,#,9,#,3,6,5,11,#,4,#,1,#,4,#,5,1,#,7,5,#,6,#,3,#
20025,20200416,2,11,2,5,#,7,2,#,3,#,1,8,11,7,#,1,#,3,#,5,#,1,6,#,3,2,#,2,#,4,#
20026,20200419,1,1,5,6,#,6,6,#,1,#,11,8,1,1,#,5,#,10,#,4,#,2,4,#,10,2,#,1,#,1,#
20027,20200421,11,13,1,1,#,6,8,#,1,#,4,1,2,15,#,4,#,4,#,10,#,4,3,#,16,4,#,1,#,4,#
20028,20200423,2,8,1,1,#,1,1,#,1,#,2,1,2,1,#,2,#,1,#,6,#,7,2,#,9,3,#,1,#,9,#
20029,20200426,8,14,8,5,#,14,11,#,15,#,15,3,8,5,#,7,#,5,#,1,#,11,17,#,5,1,#,9,#,3,#
20030,20200428,8,15,2,9,#,3,4,#,1,#,4,6,3,7,#,2,#,8,#,9,#,3,3,#,1,3,#,2,#,3,#
20031,20200430,7,2,4,1,#,1,1,#,1,#,5,1,1,1,#,6,#,3,#,3,#,4,1,#,1,3,#,2,#,2,#
20032,20200503,1,1,4,8,#,1,6,#,1,#,2,1,1,2,#,4,#,4,#,4,#,8,5,#,10,4,#,5,#,3,#
20033,20200505,4,4,10,3,#,6,5,#,6,#,1,13,7,10,#,3,#,8,#,8,#,7,6,#,4,14,#,6,#,1,#
20034,20200507,3,4,4,9,#,8,2,#,10,#,4,6,4,2,#,3,#,1,#,1,#,4,10,#,1,7,#,1,#,4,#
20035,20200510,2,2,4,3,#,3,1,#,2,#,1,1,2,2,#,3,#,3,#,3,#,1,2,#,2,1,#,2,#,4,#
20036,20200512,2,1,1,7,#,1,2,#,1,#,1,2,4,2,#,2,#,4,#,1,#,4,7,#,4,4,#,12,#,11,#
20037,20200514,2,1,3,4,#,1,2,#,1,#,2,5,1,11,#,2,#,2,#,1,#,3,1,#,6,1,#,1,#,13,#
20038,20200517,5,5,3,8,#,9,7,#,6,#,1,2,9,6,#,5,#,1,#,1,#,9,15,#,5,4,#,1,#,17,#
20039,20200519,1,12,4,10,#,2,7,#,2,#,9,2,6,1,#,1,#,10,#,1,#,2,3,#,2,1,#,2,#,3,#
20040,20200521,12,7,5,12,#,5,3,#,2,#,4,11,4,2,#,8,#,12,#,1,#,4,8,#,5,3,#,7,#,6,#
20041,20200524,3,5,2,3,#,3,1,#,4,#,5,3,2,1,#,6,#,8,#,3,#,4,3,#,4,1,#,4,#,4,#
20042,20200526,2,1,4,3,#,8,5,#,19,#,1,2,12,4,#,3,#,7,#,11,#,2,3,#,1,2,#,13,#,5,#
20043,20200528,9,3,3,3,#,4,9,#,1,#,10,16,8,2,#,1,#,1,#,9,#,1,1,#,8,1,#,2,#,4,#
20044,20200531,3,3,7,4,#,6,1,#,3,#,2,8,6,6,#,1,#,10,#,3,#,2,3,#,2,5,#,3,#,3,#
